interest_rate,unemployment_rate,inflation_rate,gdp_growth_rate,labor_force_participation_rate,consumer_confidence_index,government_debt_to_gdp_ratio,exchange_rate,stock_market_index,housing_price_index,manufacturing_pmi,services_pmi,retail_sales_growth_rate,business_confidence_index,wage_growth_rate,exports_volume,imports_volume,government_revenue,government_spending,business_startups_rate,consumer_spending,investment_rate,savings_rate,tax_revenue,interest_coverage_ratio,bankruptcies_rate,business_closures_rate,consumer_debt_to_income_ratio,government_deficit_to_gdp_ratio
5.97,6.46,-2.18,-6.48,69.97,181.45,134.41,0.2048,33471.4,349.45,24.93,75.56,14.82,134.71,8.8,868143,429743,347695296,980796363,78.75,914676.82,38.08,3.86,56776006,80.9,7.15,8.62,34.98,0.82
8.42,9.88,3.87,1.27,21.2,83.49,132.74,0.8888,17400.48,264.56,73.9,76.5,-19.71,81.7,1.47,652531,852099,950720229,164178971,74.15,36827.39,84.05,4.3,43551761,4.39,3.61,6.1,257.63,3.13
4.01,7.02,-3.95,4.8,61.58,129.19,26.45,0.6431,45757.68,203.51,75.3,44.04,7.81,103.44,4.0,930284,730119,110717085,81915526,13.23,635588.19,54.66,72.43,63272841,6.08,2.54,0.61,196.54,7.48
2.6,17.21,1.65,-5.76,96.3,87.28,107.79,1.4638,46939.91,101.99,73.37,34.95,9.32,0.85,9.84,363028,525330,480613179,844423647,57.42,995959.83,31.67,21.88,24030962,96.19,1.41,5.55,266.42,4.47
4.13,17.18,2.59,1.49,54.74,47.46,26.03,1.6837,24651.74,313.46,50.24,7.71,9.15,29.88,3.55,361506,144644,616605052,439115645,8.52,7771.7,70.03,63.77,53072501,4.83,9.61,6.37,251.98,9.95
0.43,10.11,4.51,-3.03,50.79,136.08,182.82,0.4926,11590.62,89.7,17.55,68.66,3.46,104.78,7.8,483015,338176,166699756,915219994,81.65,597981.43,80.05,45.13,31942121,67.69,6.62,9.95,452.24,5.94
4.07,8.96,4.62,8.92,41.95,193.12,182.06,1.7172,14301.75,469.96,49.56,37.61,-1.38,12.91,5.81,354286,220962,160867005,11816609,69.62,890464.45,80.4,13.67,96391062,47.33,8.5,0.16,163.36,9.81
4.97,12.46,-4.99,8.43,78.77,78.05,51.84,1.5511,45108.19,263.93,58.91,54.05,-19.97,55.99,5.74,211874,677589,475756033,874350509,83.71,849909.23,57.57,86.67,67694217,78.98,0.51,4.28,82.73,7.27
2.14,5.06,-1.78,-2.5,25.99,14.04,91.12,0.0946,31201.62,339.0,20.13,8.16,-12.13,48.67,4.05,693455,626650,923574225,724492322,2.39,595060.69,5.77,47.14,1373813,10.39,5.13,2.44,242.21,5.63
7.04,7.42,1.93,-1.97,66.34,103.72,96.3,1.9871,25186.64,456.57,59.65,30.9,0.74,174.76,2.57,962283,697641,762722077,229689829,85.06,529894.99,42.25,38.72,25399091,37.37,0.53,9.68,418.1,8.28
5.86,11.1,-1.3,3.0,41.2,128.01,53.12,0.8369,32070.49,385.98,4.94,28.74,19.71,159.56,9.3,855937,113999,372139946,857703055,38.12,70980.33,27.12,92.12,33400873,25.46,5.43,0.61,453.89,3.85
10.0,10.61,0.34,-6.65,45.4,156.65,169.99,0.367,18923.01,240.16,47.61,38.36,-1.68,129.56,9.92,657451,389327,258421839,337638086,94.62,866718.9,60.59,65.73,54640969,18.72,6.3,6.04,431.75,9.83
9.59,2.34,1.42,-5.26,7.77,191.02,78.81,2.3403,18982.69,426.43,39.3,29.27,6.49,6.51,9.16,6490,180638,787089585,217399298,40.92,151877.39,56.64,64.06,16935292,90.1,8.85,0.85,482.92,1.64
1.35,19.42,-0.12,9.23,69.74,145.22,162.47,1.355,31489.39,289.61,63.23,37.7,-1.33,182.58,5.85,883628,160373,997355134,210247679,64.81,592374.95,27.83,75.02,46521141,61.97,7.45,7.98,319.07,0.67
5.54,13.87,0.26,-5.82,49.64,146.16,77.4,0.3576,7242.52,456.24,14.87,21.53,17.92,167.09,8.93,416176,433052,986503369,215418908,12.51,631035.65,41.4,50.31,83438604,81.77,4.62,8.55,330.22,5.79
3.49,7.26,-0.02,-8.62,7.43,6.84,60.64,0.177,5676.95,118.44,59.21,9.13,-19.46,167.23,9.25,219497,954750,241656674,724430690,5.86,446588.83,26.25,61.78,21740893,65.96,8.94,2.27,69.31,3.45
8.85,12.15,1.0,-2.82,97.82,19.4,29.74,1.4973,7828.82,224.6,29.74,91.29,8.43,91.68,0.75,543512,19453,564505626,929804822,26.49,385089.64,77.05,32.29,86925389,24.28,2.0,9.66,261.62,0.28
8.73,13.24,4.32,-1.37,69.59,185.28,30.49,1.3181,10596.51,361.1,94.69,70.62,-5.78,148.48,4.6,185423,516235,298817341,284628122,4.92,716223.65,29.38,53.43,55771486,11.46,4.76,6.5,276.93,1.12
4.16,18.09,-3.68,5.09,62.79,145.05,66.82,1.6191,4643.63,92.56,10.08,0.68,16.13,111.02,9.47,919087,657247,885946888,240787859,72.38,612942.12,2.71,87.34,38302938,76.24,5.85,9.33,290.49,7.77
5.51,0.72,-2.21,6.68,69.55,4.62,169.98,0.2624,46330.98,143.23,19.19,65.96,-15.07,146.81,3.8,500691,29257,550337971,76212646,36.01,687632.25,82.32,58.6,21282139,61.03,8.15,7.69,18.39,0.36
4.25,8.67,1.69,-8.78,12.79,164.35,33.47,0.9897,7127.79,424.43,36.73,34.02,17.82,197.77,3.9,490608,92730,242639713,579513163,95.39,526609.93,1.25,28.2,56444296,69.84,5.95,3.02,395.91,4.99
8.01,10.36,4.13,-6.12,96.15,42.76,69.31,0.8398,44862.33,424.44,5.14,15.33,-17.92,100.19,0.43,602250,300648,357076136,214735891,55.01,924614.27,5.65,39.85,398012,67.36,2.53,9.96,213.67,3.65
8.11,4.63,-2.16,-0.07,95.02,13.13,7.22,0.3792,38894.6,476.92,56.81,73.34,18.24,164.79,9.52,511166,149632,974785549,281633015,66.61,122047.4,42.57,31.43,12365809,23.42,3.8,2.63,418.76,8.67
9.75,6.62,-1.23,5.86,16.36,30.74,173.46,0.9985,123.27,487.52,43.17,57.89,-17.49,66.79,4.25,69141,990303,659610270,66863254,10.04,619230.74,8.48,63.04,23133875,34.2,3.89,5.65,287.96,2.89
7.37,2.86,-3.46,3.36,78.61,125.64,199.14,1.0309,28961.35,64.26,46.58,11.06,9.16,148.38,7.89,595604,557524,536025032,101887753,73.09,790974.98,11.87,39.78,81268551,19.29,5.79,3.27,196.18,2.88
2.87,11.67,4.73,4.19,68.28,185.22,99.32,2.6481,42567.52,446.79,14.49,69.64,9.2,31.04,3.19,774263,353577,98076868,607148967,63.79,503888.37,44.52,76.86,20672371,21.97,0.8,4.19,83.75,0.31
7.34,5.72,3.82,5.61,49.45,130.75,161.21,0.5813,25005.06,121.6,65.21,95.96,-10.88,153.55,4.68,24157,301991,209579308,989630869,99.11,648664.87,60.9,82.13,1944094,52.61,0.23,1.91,244.86,9.3
1.39,2.7,-4.23,7.1,13.28,160.73,106.46,2.6694,22257.52,85.26,77.65,26.72,-12.82,102.14,1.16,662260,840449,492178197,674723278,43.88,981089.08,41.23,67.43,77441994,16.36,4.09,2.95,38.54,4.54
9.43,3.79,-0.19,4.07,83.71,56.22,15.49,1.9462,40458.16,375.81,73.78,71.56,4.47,53.42,1.6,888250,257705,772085235,253804605,59.16,757524.97,6.22,92.23,66703270,71.12,3.51,7.94,73.62,2.18
2.57,9.24,-2.88,-0.3,0.06,119.47,124.23,0.8754,19045.91,284.87,9.35,95.53,-10.86,85.72,5.8,437142,504323,503695317,301494027,98.42,974498.11,70.55,88.51,60564909,80.39,8.28,9.86,184.98,5.14
0.5,8.21,1.68,-4.08,82.5,77.94,70.87,2.4538,28610.1,233.6,73.77,43.13,-12.49,139.58,7.16,811535,600195,919835048,972214136,54.39,482285.57,73.53,80.72,15312074,34.23,5.13,4.49,486.78,1.8
0.57,16.98,0.79,-7.4,78.19,160.54,159.88,0.0382,21739.99,475.09,39.65,92.31,-14.31,80.94,5.84,672633,233153,547627567,36549973,23.29,712853.47,18.83,75.71,96628666,59.58,8.96,8.52,5.11,9.12
8.95,18.38,-2.82,-8.66,10.83,140.17,7.26,0.35,18033.84,350.52,24.92,40.36,-0.84,4.1,5.14,417405,407626,432628399,652280575,17.78,939266.68,56.84,26.5,97100862,71.37,3.42,2.67,254.65,8.92
5.29,6.6,4.42,-6.2,78.38,11.53,99.5,1.3813,32824.7,221.17,37.04,29.22,0.9,100.17,8.68,749809,503806,589618836,14561029,51.31,233358.15,37.33,47.43,7507120,66.96,0.01,9.44,137.57,0.42
9.45,7.65,-3.4,-2.88,94.83,56.93,126.53,1.1559,18935.41,352.76,9.96,0.09,-5.24,65.24,9.67,123633,243279,735873500,254844625,90.85,318160.6,85.98,64.28,78162106,50.12,4.21,2.66,13.22,5.12
2.06,10.94,4.86,-8.1,18.5,21.2,97.07,2.9193,5174.85,190.59,47.98,87.12,-15.58,124.74,6.69,907219,238230,292074214,743602958,20.22,449749.69,83.18,95.06,98874274,45.51,8.39,2.84,52.52,0.97
8.64,9.63,-1.86,-5.38,61.79,153.04,186.51,2.8639,28851.91,323.54,99.6,94.33,-15.16,87.61,1.07,911475,428245,415494298,874711453,97.09,594553.06,26.72,23.76,11968887,17.5,8.07,1.04,196.12,8.31
3.01,5.62,-0.35,-1.85,71.7,191.65,112.57,2.8937,4960.16,281.45,19.21,97.48,10.5,134.48,8.81,492388,390595,154506181,521321882,89.42,251719.99,93.62,54.5,39133896,80.22,6.67,6.98,356.56,8.46
3.37,2.55,-3.06,-2.97,33.49,5.76,122.07,1.3604,13.37,110.91,5.91,68.04,-1.13,161.07,9.12,729171,626464,832982987,240363374,22.53,862299.93,13.91,56.9,52924580,38.12,8.47,0.15,385.54,7.36
3.9,3.28,2.91,-8.3,78.82,14.33,195.08,1.0068,33098.25,286.92,31.61,64.84,3.81,103.22,6.04,226675,773182,507946863,589006123,86.61,243107.71,89.13,70.2,74201997,38.15,3.55,8.0,281.07,2.84
1.92,14.55,2.26,5.36,11.89,122.14,159.79,0.849,35714.05,481.46,13.59,14.54,-9.7,49.71,7.43,881271,902647,10160190,501667062,9.79,209993.29,54.15,0.79,6122460,63.34,5.39,8.96,263.4,8.41
7.27,8.13,1.52,-1.69,6.38,111.42,157.56,2.3639,34163.02,171.84,5.47,40.73,-10.77,11.65,6.16,466850,5012,267923281,632337875,55.32,10626.76,14.72,90.21,7794261,30.12,2.82,5.7,268.81,3.17
2.98,19.64,-0.35,0.24,88.08,8.13,189.04,0.6682,27792.68,132.11,57.91,92.01,18.68,174.32,5.22,390415,48154,570270248,16338568,89.57,319796.89,89.84,79.58,95459825,82.8,6.11,3.84,266.09,3.62
7.08,5.55,0.64,5.76,12.99,52.1,168.22,1.8451,22347.42,231.26,32.05,63.25,-18.82,34.56,6.88,879497,393990,187929953,34344220,81.16,302426.33,11.35,57.03,52430661,67.01,0.05,0.06,102.58,6.82
9.52,5.24,0.33,0.68,51.47,86.69,165.96,1.2044,2835.76,492.62,74.24,67.77,-19.99,10.45,3.73,548929,471077,633759219,369074166,15.24,805516.48,40.56,44.45,27373759,28.12,3.93,2.34,62.09,6.11
3.01,0.38,1.3,2.43,80.57,134.7,189.35,1.8628,11117.28,305.4,4.63,39.22,-11.63,91.91,3.34,703448,603196,541532452,130394252,40.95,711082.52,3.79,58.99,15047453,70.17,2.65,8.19,318.99,8.19
9.78,10.5,3.83,3.56,76.18,141.2,21.53,2.8493,12464.74,450.76,37.63,33.87,17.84,5.71,3.53,934770,317446,14315142,992440766,97.28,346192.4,47.82,18.22,96823668,86.28,5.72,1.96,225.89,6.0
2.26,18.15,-2.91,-1.98,62.76,119.52,142.2,2.7466,5263.18,389.48,11.86,82.88,-7.42,91.24,7.54,37926,952424,729796313,284120382,29.91,320096.81,98.19,29.79,38173572,43.71,4.87,6.06,162.53,0.6
2.98,11.47,-1.04,3.02,33.29,28.81,53.37,1.6842,30833.84,73.8,52.63,57.67,-2.06,71.51,5.37,861212,151313,582203721,172165684,20.08,655076.14,90.55,29.77,1985161,98.7,8.67,8.49,43.06,0.96
4.12,4.7,0.29,-5.25,93.45,69.52,45.36,2.4019,29049.36,103.77,66.88,58.77,-4.44,96.49,9.93,623503,391488,217907936,833621540,6.07,380934.98,7.63,15.91,45092118,8.25,0.04,7.41,431.78,2.94
6.05,4.7,-3.66,-5.02,21.23,7.97,38.15,1.9747,13393.85,496.09,31.72,49.15,-17.46,182.24,0.33,74680,906288,544451300,354494858,75.91,877257.09,39.03,86.26,85449529,7.53,9.14,4.77,56.78,0.18
4.19,15.5,4.51,3.95,50.12,161.86,16.55,2.2294,4852.89,343.56,99.57,5.66,5.96,1.78,1.9,116831,569258,524548989,916256466,18.92,162042.42,59.32,34.47,32432133,64.09,1.33,1.31,100.96,1.48
5.78,8.56,3.85,2.78,41.19,123.2,71.89,0.9497,3388.09,367.61,53.76,72.47,-6.31,115.56,0.21,279327,931031,259127392,252270781,70.6,74609.36,73.51,15.88,39233011,25.85,4.05,6.38,25.76,8.68
0.61,3.46,0.39,-5.0,49.43,190.66,130.3,2.3087,45108.71,99.77,96.76,59.96,13.44,58.29,2.93,227109,764207,111208802,628105001,55.99,306133.24,73.74,34.86,39801318,9.41,6.25,7.28,484.06,8.7
2.47,16.3,2.45,-1.08,54.16,116.64,163.41,1.7062,44015.21,398.05,87.42,72.69,0.24,174.6,5.74,236073,760639,798069807,386751360,63.7,463090.5,81.56,71.81,8133629,27.87,8.91,6.23,93.25,3.85
6.74,19.14,0.24,-4.16,36.12,51.13,53.63,2.5609,25650.08,71.86,31.56,29.69,2.72,109.87,8.65,863761,674475,695786712,849597454,54.4,734139.11,42.86,92.24,38175264,53.35,7.51,8.57,97.89,4.12
3.88,17.44,-4.85,-2.97,89.27,68.47,146.43,1.7736,30805.38,340.1,60.65,22.03,-1.83,118.24,8.19,178067,46874,458252488,843705374,20.01,617266.4,12.72,72.94,72640358,93.56,1.86,9.22,37.69,8.43
7.8,16.86,-0.94,-5.92,47.93,145.53,191.83,1.0603,26901.17,69.93,87.77,81.19,-18.7,184.08,9.84,734852,935256,614401221,692073432,82.72,956166.41,27.75,74.78,91880937,21.44,6.42,3.17,122.88,3.29
7.37,19.81,-1.21,-0.7,6.7,117.95,43.89,2.1608,16944.15,281.41,46.39,34.22,4.63,119.88,7.44,846673,378885,200951886,806168484,72.48,283873.47,14.69,31.97,482114,36.48,9.83,9.64,137.56,2.77
0.81,0.41,-4.82,-9.43,46.84,86.9,141.91,0.1871,29887.34,470.49,0.11,49.38,-15.01,185.12,7.18,520080,514024,410531128,813821798,21.46,750658.1,13.12,96.95,82879972,38.06,6.55,3.53,273.11,8.51
2.74,7.3,3.54,2.48,41.05,36.83,145.91,1.6707,19749.6,323.38,41.05,84.66,8.1,42.59,4.55,785577,581041,14155287,673261773,78.44,205726.55,76.2,2.25,19058233,80.37,0.43,7.43,152.63,1.42
0.56,1.65,1.47,-8.64,72.07,129.1,80.29,0.3824,39709.84,188.71,35.88,27.04,-3.25,108.57,9.32,660916,277582,435337882,412334627,89.6,454128.09,40.34,17.55,96065933,92.75,9.25,2.46,462.04,4.17
0.42,12.42,-3.33,-3.41,34.97,142.94,181.37,1.2339,38922.3,104.87,55.23,57.69,-3.09,193.27,4.62,818115,807507,953224948,244857305,84.27,879516.29,38.85,28.1,80234966,97.36,3.3,6.73,353.54,6.72
5.68,5.66,1.63,-0.17,84.8,186.29,85.13,1.293,18307.51,308.13,54.68,10.87,-11.78,187.06,8.68,478717,688776,199321331,542284852,15.56,549178.62,99.58,17.64,70990435,80.92,4.89,1.57,282.68,2.26
0.8,11.65,1.88,-5.86,26.69,23.8,59.91,1.8366,25946.38,391.35,61.16,19.26,5.79,16.23,5.45,105920,832610,614981107,77004566,5.01,917639.58,31.6,50.05,50481892,89.36,3.39,4.29,231.1,0.03
7.05,18.22,2.49,-8.73,86.6,13.09,51.37,2.8704,49349.23,182.71,33.11,69.95,15.35,189.83,8.73,754135,970339,152054827,347071243,77.85,263435.09,23.32,28.11,67186221,43.71,3.06,8.97,449.22,7.67
5.08,4.54,-4.68,-5.23,69.58,34.82,12.39,2.2095,5251.84,147.42,55.39,61.23,-7.63,14.51,5.94,80629,148357,495195548,299219354,38.55,37506.17,92.98,43.13,52457739,4.56,5.59,3.96,471.9,8.76
7.83,2.38,-2.73,3.91,94.28,112.36,71.77,2.2482,19463.18,301.98,83.6,54.22,-5.32,107.98,0.3,443388,143737,224799501,406535225,45.4,574035.84,99.88,99.51,48185164,81.75,2.94,3.73,414.09,5.68
9.67,7.49,4.24,-2.49,55.24,63.77,190.76,1.7256,17688.69,238.6,35.1,29.2,14.73,0.73,0.02,811792,422646,60788818,388196655,10.71,104727.51,52.67,33.2,72459351,88.34,9.56,2.18,334.93,0.13
2.11,7.32,-1.86,0.88,36.3,75.09,190.81,2.9372,5056.11,70.69,60.08,39.36,1.88,145.64,5.48,454316,915402,510270317,729991151,45.72,261444.9,95.8,24.8,74414194,16.93,5.59,1.24,409.82,8.97
6.12,15.57,-0.1,5.19,69.31,74.95,17.34,1.686,17917.7,369.17,57.31,70.66,4.27,10.41,8.5,420309,294550,263838504,839110518,85.44,593813.22,86.49,98.44,95838079,47.51,7.35,3.54,232.85,7.25
3.29,16.61,-3.27,-6.88,75.41,129.25,196.25,1.3731,46298.69,174.15,83.47,93.45,-11.45,156.26,7.12,184372,979982,556213048,690348541,91.24,24942.35,7.71,26.58,16278028,85.31,1.25,8.72,460.39,7.65
2.27,12.99,-3.46,4.99,7.86,153.61,72.87,0.1429,10487.75,214.59,84.04,75.26,-4.29,114.37,8.5,221951,391560,418020750,695094810,0.24,118038.5,55.67,93.77,65110206,30.73,3.35,0.12,24.83,2.23
8.17,12.83,2.2,-5.91,80.15,163.55,188.98,2.7648,1246.57,495.17,49.63,46.32,7.16,177.84,0.36,917318,995019,455254410,443002530,49.12,11962.81,46.19,1.5,61288327,61.19,6.81,5.85,308.34,4.63
3.66,8.01,0.03,-3.38,11.76,67.84,115.49,0.9516,23115.33,220.82,35.69,36.87,-7.8,79.15,3.9,51520,399496,202113084,328502004,25.13,638792.29,59.17,39.53,59198736,16.05,5.45,2.7,272.2,6.7
2.07,16.64,-2.08,-7.07,98.95,60.34,62.09,1.9792,29077.13,71.6,14.47,92.54,10.57,177.08,0.67,223388,101804,174932415,707944361,8.1,39206.4,35.98,52.97,605074,9.89,1.5,0.2,347.87,9.87
7.67,19.32,-1.05,0.21,87.52,106.22,151.98,1.0361,44415.65,453.4,87.05,87.24,19.21,63.67,7.01,193409,859195,681889745,941296932,20.34,876353.94,46.23,84.46,59442969,4.3,2.81,7.01,127.49,9.59
2.86,3.7,-1.84,6.45,1.75,126.47,113.9,0.8928,6679.59,217.16,23.45,7.06,17.77,139.35,0.36,955957,925563,96614935,799449409,95.39,539744.49,54.9,79.76,40616547,60.84,1.77,3.32,352.07,9.47
5.67,16.76,4.98,-1.06,52.57,135.48,6.41,0.3012,6531.29,199.96,77.34,36.43,-15.56,137.31,8.46,911971,222723,985979682,159137953,91.82,643500.59,53.56,45.87,43670544,69.07,9.74,8.37,457.41,5.61
9.3,13.66,4.64,-4.58,19.43,172.07,47.81,1.2888,9780.05,488.74,19.1,27.56,-7.14,22.27,3.18,733720,676457,495693428,728846379,20.61,526860.17,52.25,50.02,91303373,82.14,1.61,2.54,103.22,8.88
2.3,12.13,-3.59,-3.81,32.19,18.99,28.73,2.8004,42249.08,360.88,68.36,84.3,-8.07,109.02,7.85,143782,412277,91245664,424232142,2.88,538115.31,4.14,76.76,58676447,50.26,0.91,9.7,451.13,9.87
4.81,14.97,-3.84,-3.09,4.76,149.19,105.62,1.9253,8369.38,120.26,43.02,36.06,1.49,120.14,4.95,817713,480447,690229910,40230921,9.04,346732.22,89.67,6.9,69193515,7.84,2.61,5.1,67.05,8.25
6.48,6.95,-2.21,4.73,82.28,97.6,164.47,2.5677,37023.26,447.02,76.06,78.73,-14.26,9.44,9.14,647943,884578,989873731,416504579,55.74,328410.06,67.18,17.86,42991776,20.45,6.16,2.36,373.05,6.74
2.53,3.62,-1.38,-2.67,31.55,25.05,111.85,0.7696,20328.14,167.93,8.36,15.4,-7.53,144.61,2.26,497029,996813,348782671,576544229,22.54,154187.68,21.81,60.35,95958552,51.06,0.39,9.0,368.25,8.51
8.82,2.19,3.61,-8.29,40.6,33.28,154.44,0.6572,44876.63,203.35,84.43,86.76,18.45,149.15,8.89,795613,447253,252169657,182670883,59.36,125160.87,67.66,82.83,6426662,2.83,9.41,6.38,440.61,3.13
0.28,13.27,-2.2,-0.84,49.03,60.58,1.09,2.9562,7845.38,359.93,53.86,53.34,6.01,153.11,0.06,571724,538275,440737181,378239686,61.27,965369.7,58.69,84.2,59823030,39.03,3.77,9.24,18.77,2.85
5.2,11.71,4.87,0.55,69.44,76.69,166.63,2.2402,35055.66,326.14,25.36,23.66,17.28,26.19,8.63,992247,167205,697029185,255024090,40.43,389610.22,44.41,14.05,96512430,13.88,4.95,5.5,411.39,0.73
2.89,13.17,-2.99,3.74,68.51,64.1,122.64,1.1873,42358.34,331.49,9.62,55.04,-2.76,95.14,5.99,689625,940679,815889153,319510059,41.1,775040.23,80.2,19.14,58360176,88.75,5.71,2.74,173.76,3.1
1.47,0.74,2.81,-5.2,59.57,22.71,102.82,0.2878,45255.05,65.65,83.86,99.87,-11.43,84.21,1.71,821440,992317,531447386,727212686,23.96,360141.27,61.76,95.15,35429493,41.99,6.69,6.44,19.34,5.65
4.31,9.71,2.77,-5.66,32.34,173.92,16.92,0.0917,15866.08,224.3,14.65,84.81,-17.32,10.58,8.72,484036,572926,331921779,503441933,23.73,670938.15,45.44,81.08,56075798,49.69,4.15,6.14,447.55,4.05
0.57,13.42,0.86,-2.28,11.7,150.73,42.4,0.3909,42606.08,196.91,62.48,37.69,3.2,158.22,2.75,77663,787275,421180636,891930920,22.03,347805.51,58.9,82.1,70086579,99.44,2.47,1.21,21.59,7.02
5.37,3.57,-4.11,-0.86,98.99,10.06,105.84,0.365,32182.37,188.47,37.78,77.87,8.58,142.21,3.66,182667,458342,546515641,736871868,55.53,848591.63,46.33,81.41,421409,75.17,6.26,8.44,235.62,3.02
1.31,16.26,1.89,-2.61,83.1,152.48,80.57,1.9865,40836.46,84.41,41.95,88.15,-9.09,159.12,7.14,371175,631261,722603678,58810942,83.32,768197.08,59.95,33.44,89174441,6.79,0.42,4.02,207.53,4.14
3.5,8.3,3.67,-6.53,4.24,145.08,187.89,2.2969,47679.36,186.25,66.91,65.1,12.65,17.23,9.44,524708,566221,452289412,489154969,95.65,993791.98,55.59,36.73,96210572,56.09,5.81,5.67,88.39,8.02
8.01,8.98,-4.39,-3.72,31.11,124.34,13.62,2.7754,35579.59,416.03,36.3,3.85,-14.69,119.66,6.08,911143,831227,560227125,910164958,93.81,1732.76,4.58,68.27,20487426,64.77,9.73,4.95,463.66,4.37
0.27,19.18,-1.57,-0.76,46.86,180.41,152.38,2.4057,43731.74,210.91,91.67,86.93,3.14,172.93,1.21,371542,848162,878623203,648078807,96.74,421222.38,35.35,12.81,83143732,95.39,6.24,6.09,232.18,4.35
6.17,11.5,1.15,6.45,58.76,108.92,138.23,0.7915,18493.11,414.69,81.37,6.15,-14.66,20.36,3.47,554280,138575,716058573,463966855,87.15,989507.32,66.72,13.68,28617367,34.69,5.44,2.46,363.0,8.7
3.68,1.99,2.51,-7.91,44.38,80.4,71.77,1.268,40423.78,97.12,51.66,89.02,-2.35,123.47,0.84,881362,594987,370029145,446743669,14.41,529667.19,53.85,6.81,85597658,38.46,1.96,9.15,213.13,5.71
1.94,17.68,0.25,6.92,84.1,46.15,187.58,2.5431,44138.73,333.71,4.55,70.92,11.34,84.45,1.63,772834,549590,349729534,418002572,47.12,840052.65,96.41,52.61,91593998,8.06,2.88,5.06,316.21,3.0
0.57,5.43,1.01,6.98,68.51,16.3,37.57,0.4892,28826.78,175.89,22.35,20.34,15.37,67.53,2.75,189397,233277,640945998,674843938,82.32,719568.55,97.95,19.18,15718718,68.77,9.86,4.29,239.92,7.4
4.63,4.05,2.12,2.25,84.16,118.69,86.03,2.9827,29307.07,393.59,32.82,8.9,-12.25,52.1,5.61,293835,365004,886897351,119410118,44.73,629667.42,91.29,74.97,43059582,43.48,1.15,4.55,3.03,8.98
2.88,16.53,0.29,2.88,16.18,67.73,152.76,1.7039,5787.65,242.47,11.96,0.64,1.02,144.21,0.58,337753,725462,602276778,29608811,41.08,391662.22,53.41,43.92,77644456,76.03,1.21,4.4,429.52,3.1
9.9,9.05,-2.95,-0.82,23.4,89.64,20.71,2.0907,11503.93,386.0,26.96,71.02,16.11,172.83,2.36,539839,842725,182211377,340024080,43.76,26549.86,53.79,40.81,3408927,49.96,8.81,6.91,366.51,3.12
5.91,1.62,-1.62,3.09,25.19,193.59,77.11,0.2054,14004.34,398.81,8.87,47.44,19.7,94.06,5.8,627763,453582,779258054,960453966,45.63,311172.58,94.52,91.55,41036874,88.82,3.64,6.08,140.27,0.44
0.78,5.11,1.34,0.21,89.32,111.19,9.09,2.7374,23702.71,113.52,28.63,89.84,-11.38,169.91,5.01,593912,787758,807993188,784008617,93.28,986273.24,59.4,75.06,66623160,76.74,4.55,4.85,62.62,6.95
8.5,0.46,-3.09,-4.1,18.64,3.55,11.3,0.8295,45828.87,146.49,41.28,53.77,9.46,92.86,3.79,888432,178808,182723582,851651267,20.63,629191.99,10.61,30.33,84588424,56.14,2.92,1.02,73.6,5.32
2.28,2.9,0.97,-9.88,44.18,126.04,48.02,1.134,41146.01,497.3,75.58,38.66,-18.84,110.48,4.36,307635,260369,949376461,839933416,23.14,618968.0,32.35,54.05,23231530,9.6,4.41,2.27,14.7,0.1
1.13,12.36,3.44,1.12,84.14,7.73,34.5,2.1778,45801.12,56.2,77.87,30.85,16.99,95.52,5.63,762049,784196,674858301,580886104,99.67,984083.78,45.6,10.65,22891824,46.27,7.45,6.37,49.38,8.21
0.57,6.04,-4.62,6.71,50.41,141.84,146.05,0.7807,20772.09,491.35,63.61,61.83,9.47,167.47,2.77,823117,234623,974034732,904748469,38.22,377489.84,34.82,84.43,34082846,7.76,9.12,6.74,200.75,8.94
4.68,18.89,0.28,5.4,92.12,126.09,34.56,1.8336,49481.36,50.15,52.38,83.58,5.21,69.23,7.21,769228,278925,261730319,450877159,74.76,943167.24,89.7,52.8,79601361,70.41,3.5,5.81,134.47,3.21
7.13,15.94,-0.72,9.84,81.06,93.48,148.67,2.157,16400.86,251.37,98.61,8.52,-1.22,190.34,0.13,779046,824798,630803512,463900513,17.14,266879.67,58.85,15.52,59683489,79.5,3.49,8.24,370.55,5.33
4.77,2.77,-4.56,7.88,18.86,71.01,177.24,2.5627,1162.62,184.78,91.77,2.94,-1.36,165.3,5.79,92715,419487,424836754,71192141,57.79,28330.11,44.16,33.42,49215890,42.99,9.5,1.15,61.57,6.51
9.21,7.09,-4.14,5.88,16.14,84.17,10.47,2.7465,46295.17,444.04,51.03,77.56,-19.1,50.35,3.68,201733,373497,272652678,702527939,61.73,829725.53,41.22,83.97,33834198,43.3,7.66,5.81,154.86,0.92
2.61,10.63,2.31,6.73,34.92,128.42,102.18,2.8211,44017.54,471.72,42.27,40.96,5.97,137.51,6.45,445842,96864,405590631,417072064,63.67,92946.17,0.01,10.17,5224050,15.92,3.74,9.37,128.61,8.46
7.92,14.81,1.93,5.25,11.86,107.57,130.68,0.2608,41552.7,183.55,73.92,5.21,14.3,141.47,5.5,252301,679215,863381507,364130538,78.07,77907.71,79.04,25.49,14211635,11.81,0.06,6.18,312.5,1.43
0.4,0.69,1.54,9.06,49.38,136.9,84.76,1.9108,787.05,159.71,93.63,97.32,3.46,131.41,6.74,936074,691208,49219859,894619074,4.99,905397.03,64.34,8.72,78125252,89.44,3.71,4.74,47.79,7.7
